227054	COG4710	1909294	Rhizobiales bacterium	78	78
227054	COG4710	1978231	Acidobacteria bacterium	57	66
227054	COG4710	1773	Mycobacterium tuberculosis	51	60
227054	COG4710	197	Campylobacter jejuni	31	128
227054	COG4710	554	Pectobacterium carotovorum	31	90
227054	COG4710	286	Pseudomonas	29	163
227054	COG4710	1871066	Mesorhizobium sp.	28	79
227054	COG4710	1717	Corynebacterium diphtheriae	26	202
227054	COG4710	68287	Mesorhizobium	25	554
227054	COG4710	195	Campylobacter coli	23	76
227054	COG4710	384	Rhizobium leguminosarum	23	47
227054	COG4710	573	Klebsiella pneumoniae	23	43
227054	COG4710	317	Pseudomonas syringae	22	95
227054	COG4710	287	Pseudomonas aeruginosa	20	123
227054	COG4710	1913989	Gammaproteobacteria bacterium	20	22
227054	COG4710	1313	Streptococcus pneumoniae	14	993
227054	COG4710	194	Campylobacter	14	270
227054	COG4710	379	Rhizobium	14	48
227054	COG4710	562	Escherichia coli	14	43
227054	COG4710	2371	Xylella fastidiosa	11	74
227054	COG4710	1873	Micromonospora	11	46
227054	COG4710	399	Neorhizobium galegae	11	23
227054	COG4710	294	Pseudomonas fluorescens	11	16
227054	COG4710	2026735	Deltaproteobacteria bacterium	11	14
227054	COG4710	13687	Sphingomonas	10	35
227054	COG4710	77133	uncultured bacterium	10	24
227054	COG4710	360316	Crenothrix polyspora	10	16
227054	COG4710	400946	Wohlfahrtiimonas chitiniclastica	9	31
227054	COG4710	2052	Mobiluncus mulieris	9	22
227054	COG4710	358	Agrobacterium tumefaciens	9	21
227054	COG4710	106633	Thioalkalivibrio	9	11
227054	COG4710	198431	uncultured prokaryote	9	9
227054	COG4710	227290	Rhizobium/Agrobacterium group	8	79
227054	COG4710	1716	Corynebacterium	8	26
227054	COG4710	201	Campylobacter lari	8	23
227054	COG4710	2702	Gardnerella vaginalis	8	20
227054	COG4710	1231	Nitrosospira multiformis	8	14
227054	COG4710	119060	Burkholderiaceae	7	18
227054	COG4710	32008	Burkholderia	6	139
227054	COG4710	28450	Burkholderia pseudomallei	6	35
227054	COG4710	102106	Collinsella	6	27
227054	COG4710	33059	Acidithiobacillus caldus	6	16
227054	COG4710	82996	Serratia plymuthica	6	16
227054	COG4710	488939	Desulfonatronospira thiodismutans	6	13
227054	COG4710	470	Acinetobacter baumannii	6	12
227054	COG4710	72000	Kocuria rhizophila	6	12
227054	COG4710	38289	Corynebacterium jeikeium	6	10
227054	COG4710	382	Sinorhizobium meliloti	6	9
227054	COG4710	1033854	Thioalkalivibrio sulfidiphilus	6	9
227054	COG4710	318	Pseudomonas savastanoi pv. glycinea	6	8
227054	COG4710	32021	Campylobacter jejuni subsp. doylei	6	7
227054	COG4710	196367	Caballeronia sordidicola	6	7
227054	COG4710	1705700	Pseudomonas sp. 286	6	6
227054	COG4710	480	Moraxella catarrhalis	5	27
227054	COG4710	69974	Mesorhizobium plurifarium	5	22
227054	COG4710	106591	Ensifer	5	20
227054	COG4710	380021	Pseudomonas protegens	5	20
227054	COG4710	613	Serratia	5	19
227054	COG4710	47877	Pseudomonas amygdali	5	18
227054	COG4710	171	Leptospira	5	17
227054	COG4710	396	Rhizobium phaseoli	5	13
227054	COG4710	160808	Acidithiobacillus ferrivorans	5	12
227054	COG4710	483547	Geoalkalibacter subterraneus	5	10
227054	COG4710	326476	Caballeronia choica	5	9
227054	COG4710	106592	Ensifer adhaerens	5	8
227054	COG4710	161890	Corynebacterium mastitidis	5	8
227054	COG4710	561720	Dethiosulfovibrio salsuginis	5	8
227054	COG4710	1226301	Caballeronia terrestris	5	8
227054	COG4710	2043167	Syntrophobacter sp. SbD1	5	8
227054	COG4710	332524	Actinomyces ruminicola	5	7
227054	COG4710	892	Desulfuromonas sp.	5	5
227054	COG4710	698827	Desulfonatronovibrio magnus	5	5
227054	COG4710	1798318	Geobacteraceae bacterium GWC2_58_44	5	5
227054	COG4710	136849	Pseudomonas syringae group	4	66
227054	COG4710	645	Aeromonas salmonicida	4	37
227054	COG4710	662	Vibrio	4	35
227054	COG4710	1768	Mycobacterium kansasii	4	35
227054	COG4710	114277	spotted fever group	4	29
227054	COG4710	1624	Lactobacillus salivarius	4	18
227054	COG4710	469	Acinetobacter	4	17
227054	COG4710	1654	Actinomyces	4	15
227054	COG4710	544580	Actinomyces oris	4	11
227054	COG4710	373	Agrobacterium vitis	4	10
227054	COG4710	644	Aeromonas hydrophila	4	10
227054	COG4710	28080	Campylobacter upsaliensis	4	10
227054	COG4710	170623	Azotobacter beijerinckii	4	10
227054	COG4710	262489	delta proteobacterium MLMS-1	4	10
227054	COG4710	542	Zymomonas mobilis	4	9
227054	COG4710	198	Campylobacter hyointestinalis	4	8
227054	COG4710	316	Pseudomonas stutzeri	4	8
227054	COG4710	654	Aeromonas veronii	4	8
227054	COG4710	43080	Sulfolobus islandicus	4	8
227054	COG4710	131111	Actinomyces turicensis	4	8
227054	COG4710	244573	Thiocapsa marina	4	8
227054	COG4710	56	Sorangium cellulosum	4	7
227054	COG4710	2047	Rothia dentocariosa	4	7
227054	COG4710	464029	Rhizobium oryzae	4	7
227054	COG4710	2053607	Candidatus Rokubacteria bacterium	4	7
227054	COG4710	69578	Cryobacterium	4	6
227054	COG4710	999894	Thermosulfurimonas dismutans	4	6
227054	COG4710	1777135	Caballeronia arvi	4	6
227054	COG4710	2043160	Candidatus Sulfotelmatobacter sp. SbA7	4	6
227054	COG4710	726	Haemophilus haemolyticus	4	5
227054	COG4710	813	Chlamydia trachomatis	4	5
227054	COG4710	1777142	Caballeronia arationis	4	5
227054	COG4710	28182	Leptospira noguchii	4	4
227054	COG4710	28901	Salmonella enterica	4	4
227054	COG4710	614212	Paraburkholderia oxyphila	4	4
227054	COG4710	1431688	Thiohalocapsa sp. ML1	4	4
227054	COG4710	2024840	Methylophaga sp.	4	4
227054	COG4710	2	Bacteria	3	355
227054	COG4710	354276	Enterobacter cloacae complex	3	75
227054	COG4710	91347	Enterobacterales	3	57
227054	COG4710	1748	Acidipropionibacterium acidipropionici	3	23
227054	COG4710	36808	Corynebacterium bovis	3	19
227054	COG4710	357	Agrobacterium	3	18
227054	COG4710	285676	Micromonospora saelicesensis	3	16
227054	COG4710	138072	Candidatus Hamiltonella defensa	3	12
227054	COG4710	642	Aeromonas	3	11
227054	COG4710	2701	Gardnerella	3	9
227054	COG4710	29484	Yersinia frederiksenii	3	9
227054	COG4710	165695	Sphingobium	3	9
227054	COG4710	1827195	Caballeronia	3	9
227054	COG4710	482	Neisseria	3	8
227054	COG4710	550	Enterobacter cloacae	3	8
227054	COG4710	90245	Oligella urethralis	3	8
227054	COG4710	1657	Actinobaculum suis	3	7
227054	COG4710	29507	Leptospira kirschneri	3	7
227054	COG4710	75105	Paraburkholderia caribensis	3	7
227054	COG4710	120213	Subtercola boreus	3	7
227054	COG4710	134537	Paraburkholderia fungorum	3	7
227054	COG4710	1183412	Agrobacterium deltaense	3	7
227054	COG4710	1805129	Desulfobacterales bacterium CG2_30_60_27	3	7
227054	COG4710	206	Campylobacter sputorum	3	6
227054	COG4710	648	Aeromonas caviae	3	6
227054	COG4710	920	Acidithiobacillus ferrooxidans	3	6
